950,73
951,2
952,6
953,11
954,12
955,4
956,103
957,16
958,29
959,10
960,99
961,5
962,19
963,26
964,3
965,66
966,12
967,13
968,7
969,10
970,22
971,24
972,17
973,16
974,36
975,2
976,3
977,23
978,12
979,10
980,73
981,19
982,20
983,106
984,105
985,14
986,5
987,11
988,34
989,10
990,38
991,4
992,22
993,13
994,6
995,24
996,63
997,83
998,11
999,10
1000,9
